Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A Spectral Count	B Spectral Count	C Spectral Count	D Spectral Count	E Spectral Count	A Unique Spectral Count	B Unique Spectral Count	C Unique Spectral Count	D Unique Spectral Count	E Unique Spectral Count	A Total Spectral Count	B Total Spectral Count	C Total Spectral Count	D Total Spectral Count	E Total Spectral Count	A Intensity	B Intensity	C Intensity	D Intensity	E Intensity	Indistinguishable Proteins
sp|Q8WW38|FOG2_HUMAN	Q8WW38	FOG2_HUMAN	ZFPM2	1151	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein ZFPM2	1.0	0.999	5	7	7	7	1	0	0	2	4	1	0	0	2	4	1	0	0	2	4	9742451.0	0.0	0.0	2.009424E7	2.8956694E7	
sp|Q8WW59|SPRY4_HUMAN	Q8WW59	SPRY4_HUMAN	SPRYD4	207	Homo sapiens	1:Experimental evidence at protein level	SPRY domain-containing protein 4	1.0	0.999	7	61	61	61	11	8	14	17	11	11	8	14	17	11	11	8	14	17	11	2.9845714E9	2.3140419E9	2.685872E9	4.32481E9	3.5429284E9	
sp|Q8WWA0|ITLN1_HUMAN	Q8WWA0	ITLN1_HUMAN	ITLN1	313	Homo sapiens	1:Experimental evidence at protein level	Intelectin-1	0.9811	0.999	3	3	3	3	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0.0	2.962443E8	0.0	0.0	2.190937E8	
sp|Q8WWA1|TMM40_HUMAN	Q8WWA1	TMM40_HUMAN	TMEM40	233	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 40	1.0	0.999	5	18	18	18	4	0	4	4	6	4	0	4	4	6	4	0	4	4	6	3.195789E8	0.0	1.6660422E8	2.6644682E8	1.2889428E9	
sp|Q8WWC4|MAIP1_HUMAN	Q8WWC4	MAIP1_HUMAN	MAIP1	291	Homo sapiens	1:Experimental evidence at protein level	m-AAA protease-interacting protein 1, mitochondrial	0.976	0.999	1	19	19	19	6	3	3	4	3	6	3	3	4	3	6	3	3	4	3	5.945009E8	3.722374E8	6.298806E8	7.56455E8	9.268984E8	
sp|Q8WWH5|TRUB1_HUMAN	Q8WWH5	TRUB1_HUMAN	TRUB1	349	Homo sapiens	1:Experimental evidence at protein level	Pseudouridylate synthase TRUB1	1.0	0.999	8	62	62	62	16	9	13	12	12	16	9	13	12	12	16	9	13	12	12	3.1213E9	1.895885E9	1.8239116E9	1.8148622E9	3.8121656E9	
sp|Q8WWI1|LMO7_HUMAN	Q8WWI1	LMO7_HUMAN	LMO7	1683	Homo sapiens	1:Experimental evidence at protein level	LIM domain only protein 7	1.0	0.999	51	302	302	302	68	48	61	60	65	68	48	61	60	65	68	48	61	60	65	7.8802504E9	5.038357E9	6.9836083E9	8.3022034E9	9.507901E9	
sp|Q8WWI5|CTL1_HUMAN	Q8WWI5	CTL1_HUMAN	SLC44A1	657	Homo sapiens	1:Experimental evidence at protein level	Choline transporter-like protein 1	1.0	0.999	6	43	43	43	6	9	9	10	9	6	9	9	10	9	6	9	9	10	9	8.97837E8	6.7152685E8	8.2446726E8	1.4198926E9	1.9983872E9	
sp|Q8WWK9|CKAP2_HUMAN	Q8WWK9	CKAP2_HUMAN	CKAP2	683	Homo sapiens	1:Experimental evidence at protein level	Cytoskeleton-associated protein 2	1.0	0.999	8	23	23	23	2	6	3	7	5	2	6	3	7	5	2	6	3	7	5	1.2546099E8	1.0864538E8	7.905233E7	1.5946622E8	2.2677066E8	
sp|Q8WWL2|SPIR2_HUMAN	Q8WWL2	SPIR2_HUMAN	SPIRE2	714	Homo sapiens	1:Experimental evidence at protein level	Protein spire homolog 2	1.0	0.999	9	14	14	14	6	2	1	3	2	6	2	1	3	2	6	2	1	3	2	7.4870856E7	9.958202E7	232592.23	2.768967E7	2.919418E7	
sp|Q8WWM7|ATX2L_HUMAN	Q8WWM7	ATX2L_HUMAN	ATXN2L	1075	Homo sapiens	1:Experimental evidence at protein level	Ataxin-2-like protein	1.0	0.999	24	195	195	195	39	33	38	39	46	39	33	38	39	46	39	33	38	39	46	1.1557154E10	7.4753464E9	1.0029509E10	1.5415401E10	2.4068491E10	
sp|Q8WWM9|CYGB_HUMAN	Q8WWM9	CYGB_HUMAN	CYGB	190	Homo sapiens	1:Experimental evidence at protein level	Cytoglobin	1.0	0.999	9	106	106	106	25	18	18	19	26	25	18	18	19	26	25	18	18	19	26	3.8559237E9	2.379471E9	3.7727885E9	5.571451E9	8.060972E9	
sp|Q8WWN8|ARAP3_HUMAN	Q8WWN8	ARAP3_HUMAN	ARAP3	1544	Homo sapiens	1:Experimental evidence at protein level	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3	1.0	0.999	9	36	36	36	11	3	9	6	7	11	3	9	6	7	11	3	9	6	7	5.9544736E8	1.166245E8	2.6734334E8	1.8391656E8	5.6508646E8	
sp|Q8WWP7|GIMA1_HUMAN	Q8WWP7	GIMA1_HUMAN	GIMAP1	306	Homo sapiens	1:Experimental evidence at protein level	GTPase IMAP family member 1	1.0	0.999	11	121	121	121	23	22	34	21	21	23	22	34	21	21	23	22	34	21	21	7.1614474E9	7.016386E9	8.720504E9	5.598637E9	6.2633226E9	
sp|Q8WWQ0|PHIP_HUMAN	Q8WWQ0	PHIP_HUMAN	PHIP	1821	Homo sapiens	1:Experimental evidence at protein level	PH-interacting protein	1.0	0.999	37	270	225	270	48	43	52	63	64	38	34	42	55	56	48	43	52	63	64	8.960349E9	6.354684E9	6.861848E9	1.1256619E10	1.0408497E10	
sp|Q8WWQ2|HPSE2_HUMAN	Q8WWQ2	HPSE2_HUMAN	HPSE2	592	Homo sapiens	1:Experimental evidence at protein level	Inactive heparanase-2	0.974	0.9989	1	4	4	4	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	9437655.0	0.0	8819990.0	3.5305468E7	8.470554E7	
sp|Q8WWQ8|STAB2_HUMAN	Q8WWQ8	STAB2_HUMAN	STAB2	2551	Homo sapiens	1:Experimental evidence at protein level	Stabilin-2	1.0	0.999	8	13	13	13	8	0	2	2	1	8	0	2	2	1	8	0	2	2	1	2.868393E8	0.0	1.480668E7	1.1322243E7	7842682.0	
sp|Q8WWV3|RT4I1_HUMAN	Q8WWV3	RT4I1_HUMAN	RTN4IP1	396	Homo sapiens	1:Experimental evidence at protein level	Reticulon-4-interacting protein 1, mitochondrial	1.0	0.999	6	45	45	45	10	8	10	8	9	10	8	10	8	9	10	8	10	8	9	3.2896527E9	1.3419402E9	2.1216275E9	2.0561713E9	3.1276762E9	
sp|Q8WWW0|RASF5_HUMAN	Q8WWW0	RASF5_HUMAN	RASSF5	418	Homo sapiens	1:Experimental evidence at protein level	Ras association domain-containing protein 5	1.0	0.999	6	24	24	24	5	4	4	5	6	5	4	4	5	6	5	4	4	5	6	3.5329536E8	1.629238E8	4.228713E8	3.8278637E8	5.454629E8	
sp|Q8WWW8|GAB3_HUMAN	Q8WWW8	GAB3_HUMAN	GAB3	586	Homo sapiens	1:Experimental evidence at protein level	GRB2-associated-binding protein 3	1.0	0.999	6	7	7	7	1	0	0	4	2	1	0	0	4	2	1	0	0	4	2	1.0827332E7	0.0	0.0	4.6171344E7	1.0397184E7	
sp|Q8WWX9|SELM_HUMAN	Q8WWX9	SELM_HUMAN	SELENOM	145	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein M	1.0	0.999	4	55	55	55	14	11	9	9	12	14	11	9	9	12	14	11	9	9	12	5.461904E9	5.1029094E9	4.841958E9	3.194736E9	6.472628E9	
sp|Q8WWY3|PRP31_HUMAN	Q8WWY3	PRP31_HUMAN	PRPF31	499	Homo sapiens	1:Experimental evidence at protein level	U4/U6 small nuclear ribonucleoprotein Prp31	1.0	0.999	12	166	166	166	39	42	30	26	29	39	42	30	26	29	39	42	30	26	29	2.1613963E10	1.1107431E10	1.5925216E10	1.5978516E10	2.199574E10	
sp|Q8WWY8|LIPH_HUMAN	Q8WWY8	LIPH_HUMAN	LIPH	451	Homo sapiens	1:Experimental evidence at protein level	Lipase member H	1.0	0.999	5	10	10	10	1	0	1	5	3	1	0	1	5	3	1	0	1	5	3	7.634303E7	0.0	1557410.5	5.869432E7	1.131993E7	
sp|Q8WWZ3|EDAD_HUMAN	Q8WWZ3	EDAD_HUMAN	EDARADD	215	Homo sapiens	1:Experimental evidence at protein level	Ectodysplasin-A receptor-associated adapter protein	1.0	0.999	6	18	18	18	1	1	5	3	8	1	1	5	3	8	1	1	5	3	8	1.9764662E7	5.4852204E7	3.1712496E8	5.785827E7	7.539695E8	
sp|Q8WWZ4|ABCAA_HUMAN	Q8WWZ4	ABCAA_HUMAN	ABCA10	1543	Homo sapiens	2:Experimental evidence at transcript level	ATP-binding cassette sub-family A member 10	0.5633	0.9689	2	1	1	7	0	1	0	0	0	0	1	0	0	0	1	2	2	1	1	0.0	2.6252464E7	0.0	0.0	0.0	
sp|Q8WWZ7|ABCA5_HUMAN	Q8WWZ7	ABCA5_HUMAN	ABCA5	1642	Homo sapiens	1:Experimental evidence at protein level	Cholesterol transporter ABCA5	1.0	0.999	4	8	8	8	0	0	2	2	4	0	0	2	2	4	0	0	2	2	4	0.0	0.0	2.6210028E7	7.383814E7	1.2929761E8	
sp|Q8WX92|NELFB_HUMAN	Q8WX92	NELFB_HUMAN	NELFB	580	Homo sapiens	1:Experimental evidence at protein level	Negative elongation factor B	1.0	0.999	20	149	149	149	34	28	30	30	27	34	28	30	30	27	34	28	30	30	27	8.4252385E9	4.9769733E9	4.263295E9	7.153634E9	7.587798E9	
sp|Q8WX93|PALLD_HUMAN	Q8WX93	PALLD_HUMAN	PALLD	1383	Homo sapiens	1:Experimental evidence at protein level	Palladin	1.0	0.999	32	587	587	587	112	82	114	133	146	112	82	114	133	146	112	82	114	133	146	5.462707E10	3.8418166E10	5.136418E10	6.6375487E10	9.332064E10	
sp|Q8WX94|NALP7_HUMAN	Q8WX94	NALP7_HUMAN	NLRP7	980	Homo sapiens	1:Experimental evidence at protein level	NACHT, LRR and PYD domains-containing protein 7	0.9947	0.999	9	1	1	59	0	0	1	0	0	0	0	1	0	0	22	7	11	8	11	0.0	0.0	8164815.0	0.0	0.0	
sp|Q8WXA3|RUFY2_HUMAN	Q8WXA3	RUFY2_HUMAN	RUFY2	606	Homo sapiens	1:Experimental evidence at protein level	RUN and FYVE domain-containing protein 2	1.0	0.999	26	166	159	179	33	30	39	32	32	31	30	38	31	29	36	33	41	35	34	4.471796E9	2.8893036E9	3.666859E9	4.598476E9	5.4688783E9	
sp|Q8WXA9|SREK1_HUMAN	Q8WXA9	SREK1_HUMAN	SREK1	508	Homo sapiens	1:Experimental evidence at protein level	Splicing regulatory glutamine/lysine-rich protein 1	1.0	0.999	12	132	132	132	30	17	28	28	29	30	17	28	28	29	30	17	28	28	29	6.2050176E9	3.6918382E9	5.900223E9	7.1486536E9	6.85253E9	
sp|Q8WXB1|MT21A_HUMAN	Q8WXB1	MT21A_HUMAN	METTL21A	218	Homo sapiens	1:Experimental evidence at protein level	Protein N-lysine methyltransferase METTL21A	0.9993	0.999	1	3	3	3	0	0	0	2	1	0	0	0	2	1	0	0	0	2	1	0.0	0.0	0.0	4.0033816E7	5.512702E7	
sp|Q8WXB4|ZN606_HUMAN	Q8WXB4	ZN606_HUMAN	ZNF606	792	Homo sapiens	2:Experimental evidence at transcript level	Zinc finger protein 606	1.0	0.999	2	3	3	3	2	0	0	1	0	2	0	0	1	0	2	0	0	1	0	8.089675E7	0.0	0.0	3540999.2	0.0	
sp|Q8WXC3|PYDC1_HUMAN	Q8WXC3	PYDC1_HUMAN	PYDC1	89	Homo sapiens	1:Experimental evidence at protein level	Pyrin domain-containing protein 1	1.0	0.999	5	26	26	26	5	4	5	1	11	5	4	5	1	11	5	4	5	1	11	1.0202427E9	7.938198E8	5.491023E8	3.3349586E7	6.496317E9	
sp|Q8WXD2|SCG3_HUMAN	Q8WXD2	SCG3_HUMAN	SCG3	468	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-3	1.0	0.999	14	35	35	35	2	0	10	0	23	2	0	10	0	23	2	0	10	0	23	8.51103E7	0.0	3.8084883E8	0.0	3.6544776E9	
sp|Q8WXD5|GEMI6_HUMAN	Q8WXD5	GEMI6_HUMAN	GEMIN6	167	Homo sapiens	1:Experimental evidence at protein level	Gem-associated protein 6	1.0	0.999	4	19	19	19	6	6	2	1	4	6	6	2	1	4	6	6	2	1	4	1.1173012E9	7.2739744E8	1.3348032E8	5.272706E8	1.12108E9	
sp|Q8WXD9|CSKI1_HUMAN	Q8WXD9	CSKI1_HUMAN	CASKIN1	1431	Homo sapiens	1:Experimental evidence at protein level	Caskin-1	1.0	0.999	5	9	9	15	3	1	3	1	1	3	1	3	1	1	4	3	4	2	2	4.5319856E7	3.5382704E7	3.8604004E7	2.1296904E7	4.584651E7	
sp|Q8WXE0|CSKI2_HUMAN	Q8WXE0	CSKI2_HUMAN	CASKIN2	1202	Homo sapiens	1:Experimental evidence at protein level	Caskin-2	1.0	0.999	15	83	77	83	13	10	23	17	20	12	8	22	16	19	13	10	23	17	20	9.219727E8	4.1413232E8	1.5958454E9	1.2065285E9	1.8392259E9	
sp|Q8WXE1|ATRIP_HUMAN	Q8WXE1	ATRIP_HUMAN	ATRIP	791	Homo sapiens	1:Experimental evidence at protein level	ATR-interacting protein	1.0	0.999	9	32	32	32	8	7	6	5	6	8	7	6	5	6	8	7	6	5	6	4.229957E8	5.885927E8	3.013091E8	1.6294694E8	3.0694138E8	
sp|Q8WXE9|STON2_HUMAN	Q8WXE9	STON2_HUMAN	STON2	905	Homo sapiens	1:Experimental evidence at protein level	Stonin-2	1.0	0.999	8	33	33	33	7	5	6	8	7	7	5	6	8	7	7	5	6	8	7	3.3242307E8	3.6422323E8	3.9857494E8	4.5794496E8	5.408293E8	
sp|Q8WXF0|SRS12_HUMAN	Q8WXF0	SRS12_HUMAN	SRSF12	261	Homo sapiens	2:Experimental evidence at transcript level	Serine/arginine-rich splicing factor 12	1.0	0.999	6	4	4	48	1	0	0	2	1	1	0	0	2	1	8	8	9	13	10	6.8384424E7	0.0	0.0	1.773656E7	1.5169203E7	
sp|Q8WXF1|PSPC1_HUMAN	Q8WXF1	PSPC1_HUMAN	PSPC1	523	Homo sapiens	1:Experimental evidence at protein level	Paraspeckle component 1	1.0	0.999	16	285	285	285	68	58	46	54	59	68	58	46	54	59	68	58	46	54	59	4.3183882E10	2.5011464E10	2.8253215E10	3.3847765E10	6.757275E10	
sp|Q8WXF7|ATLA1_HUMAN	Q8WXF7	ATLA1_HUMAN	ATL1	558	Homo sapiens	1:Experimental evidence at protein level	Atlastin-1	1.0	0.999	16	97	97	97	18	15	20	25	19	18	15	20	25	19	18	15	20	25	19	4.1842634E9	2.3803292E9	2.1106811E9	4.8252047E9	3.7082445E9	
sp|Q8WXG1|RSAD2_HUMAN	Q8WXG1	RSAD2_HUMAN	RSAD2	361	Homo sapiens	1:Experimental evidence at protein level	S-adenosylmethionine-dependent nucleotide dehydratase RSAD2	1.0	0.999	11	53	53	53	7	9	12	16	9	7	9	12	16	9	7	9	12	16	9	6.985564E8	9.0884416E8	3.5195005E8	8.863744E8	5.0232557E8	
sp|Q8WXG6|MADD_HUMAN	Q8WXG6	MADD_HUMAN	MADD	1647	Homo sapiens	1:Experimental evidence at protein level	MAP kinase-activating death domain protein	1.0	0.999	29	152	152	152	19	17	41	42	33	19	17	41	42	33	19	17	41	42	33	1.2459196E9	1.4823288E9	1.0502122E10	1.7069827E10	6.1257574E9	
sp|Q8WXG9|AGRV1_HUMAN	Q8WXG9	AGRV1_HUMAN	ADGRV1	6306	Homo sapiens	1:Experimental evidence at protein level	Adhesion G-protein coupled receptor V1	1.0	0.999	12	19	19	19	3	3	6	1	6	3	3	6	1	6	3	3	6	1	6	1.3702266E8	1.7367915E8	2.560521E8	1.2784092E9	1.363181E8	
sp|Q8WXH0|SYNE2_HUMAN	Q8WXH0	SYNE2_HUMAN	SYNE2	6885	Homo sapiens	1:Experimental evidence at protein level	Nesprin-2	1.0	0.999	240	1550	1535	1550	324	258	325	320	323	318	256	323	318	320	324	258	325	320	323	6.5179427E10	3.6485706E10	4.2180047E10	5.359208E10	6.634975E10	
sp|Q8WXI2|CNKR2_HUMAN	Q8WXI2	CNKR2_HUMAN	CNKSR2	1034	Homo sapiens	1:Experimental evidence at protein level	Connector enhancer of kinase suppressor of ras 2	0.9925	0.999	4	3	3	7	1	1	0	1	0	1	1	0	1	0	2	1	1	2	1	1.5201148E7	1.8027946E7	0.0	9201725.0	0.0	
sp|Q8WXI4|ACO11_HUMAN	Q8WXI4	ACO11_HUMAN	ACOT11	607	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 11	1.0	0.999	8	22	22	22	4	1	3	5	9	4	1	3	5	9	4	1	3	5	9	4.8608173E8	2.0229626E7	1.5469627E8	3.454022E8	5.881084E8	
sp|Q8WXI7|MUC16_HUMAN	Q8WXI7	MUC16_HUMAN	MUC16	14507	Homo sapiens	1:Experimental evidence at protein level	Mucin-16	1.0	0.999	25	46	46	46	18	1	13	5	9	18	1	13	5	9	18	1	13	5	9	1.8875081E9	1.5546933E7	7.1555136E8	1.7405597E8	6.171295E8	
sp|Q8WXI9|P66B_HUMAN	Q8WXI9	P66B_HUMAN	GATAD2B	593	Homo sapiens	1:Experimental evidence at protein level	Transcriptional repressor p66-beta	1.0	0.999	11	109	81	109	26	15	20	20	28	19	12	15	14	21	26	15	20	20	28	8.666235E9	5.148858E9	4.539636E9	5.3669053E9	7.0329226E9	
sp|Q8WXK3|ASB13_HUMAN	Q8WXK3	ASB13_HUMAN	ASB13	278	Homo sapiens	1:Experimental evidence at protein level	Ankyrin repeat and SOCS box protein 13	1.0	0.999	4	9	9	9	2	0	1	3	3	2	0	1	3	3	2	0	1	3	3	7.7509E7	0.0	6754561.5	1.0258313E8	1.7135808E8	
sp|Q8WXR4|MYO3B_HUMAN	Q8WXR4	MYO3B_HUMAN	MYO3B	1341	Homo sapiens	1:Experimental evidence at protein level	Myosin-IIIb	1.0	0.999	5	10	10	10	5	4	0	0	1	5	4	0	0	1	5	4	0	0	1	1.5223173E8	1.4963542E8	0.0	0.0	1.7701758E7	
sp|Q8WXS8|ATS14_HUMAN	Q8WXS8	ATS14_HUMAN	ADAMTS14	1223	Homo sapiens	2:Experimental evidence at transcript level	A disintegrin and metalloproteinase with thrombospondin motifs 14	1.0	0.999	3	7	7	7	1	1	1	1	3	1	1	1	1	3	1	1	1	1	3	1.1521943E7	2.738477E7	1.2639926E7	1.8740916E7	8.405485E7	
sp|Q8WXU2|DAAF4_HUMAN	Q8WXU2	DAAF4_HUMAN	DNAAF4	420	Homo sapiens	1:Experimental evidence at protein level	Dynein axonemal assembly factor 4	0.8214	0.9911	2	4	4	4	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	4748133.0	0.0	5236038.0	0.0	7189270.0	
sp|Q8WXW3|PIBF1_HUMAN	Q8WXW3	PIBF1_HUMAN	PIBF1	757	Homo sapiens	1:Experimental evidence at protein level	Progesterone-induced-blocking factor 1	1.0	0.999	31	118	118	118	26	22	26	22	22	26	22	26	22	22	26	22	26	22	22	2.813338E9	1.730921E9	1.6002802E9	2.1165207E9	2.7529362E9	
sp|Q8WXX5|DNJC9_HUMAN	Q8WXX5	DNJC9_HUMAN	DNAJC9	260	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 9	1.0	0.999	17	210	210	210	47	33	42	54	34	47	33	42	54	34	47	33	42	54	34	1.9300362E10	1.1445383E10	9.053326E9	1.4075829E10	1.1766547E10	
sp|Q8WXX7|AUTS2_HUMAN	Q8WXX7	AUTS2_HUMAN	AUTS2	1259	Homo sapiens	1:Experimental evidence at protein level	Autism susceptibility gene 2 protein	0.9999	0.999	3	9	9	9	2	1	3	1	2	2	1	3	1	2	2	1	3	1	2	1.1808471E8	2.8131476E7	6.3600664E7	7398735.0	3.8562816E8	
sp|Q8WY21|SORC1_HUMAN	Q8WY21	SORC1_HUMAN	SORCS1	1168	Homo sapiens	1:Experimental evidence at protein level	VPS10 domain-containing receptor SorCS1	0.904	0.999	3	3	2	3	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	5862922.5	0.0	0.0	7615829.0	3509083.8	
sp|Q8WY22|BRI3B_HUMAN	Q8WY22	BRI3B_HUMAN	BRI3BP	251	Homo sapiens	1:Experimental evidence at protein level	BRI3-binding protein	1.0	0.999	4	53	53	53	12	10	12	10	9	12	10	12	10	9	12	10	12	10	9	5.2941855E9	4.1784458E9	2.7922831E9	5.328387E9	4.1377774E9	
sp|Q8WY36|BBX_HUMAN	Q8WY36	BBX_HUMAN	BBX	941	Homo sapiens	1:Experimental evidence at protein level	HMG box transcription factor BBX	1.0	0.999	14	62	62	62	14	9	13	12	14	14	9	13	12	14	14	9	13	12	14	7.295555E8	3.8396867E8	6.977091E8	6.105427E8	7.7600403E8	
sp|Q8WY54|PPM1E_HUMAN	Q8WY54	PPM1E_HUMAN	PPM1E	755	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1E	1.0	0.999	6	15	15	15	1	0	8	0	6	1	0	8	0	6	1	0	8	0	6	1.4832138E7	0.0	6.661827E7	0.0	1.004998E8	
sp|Q8WY64|MYLIP_HUMAN	Q8WY64	MYLIP_HUMAN	MYLIP	445	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MYLIP	0.9834	0.999	2	4	4	4	1	0	0	1	2	1	0	0	1	2	1	0	0	1	2	7802376.0	0.0	0.0	2512850.0	1.8092654E7	
sp|Q8WY91|THAP4_HUMAN	Q8WY91	THAP4_HUMAN	THAP4	577	Homo sapiens	1:Experimental evidence at protein level	Peroxynitrite isomerase THAP4	1.0	0.999	4	17	17	17	3	1	3	5	5	3	1	3	5	5	3	1	3	5	5	1.835273E8	3.1561726E7	3.4525498E8	4.493143E8	3.9495862E8	
sp|Q8WYA0|IFT81_HUMAN	Q8WYA0	IFT81_HUMAN	IFT81	676	Homo sapiens	1:Experimental evidence at protein level	Intraflagellar transport protein 81 homolog	1.0	0.999	32	158	158	158	29	21	32	35	41	29	21	32	35	41	29	21	32	35	41	2.5828992E9	1.6642295E9	2.2656837E9	2.356939E9	4.106875E9	
sp|Q8WYA6|CTBL1_HUMAN	Q8WYA6	CTBL1_HUMAN	CTNNBL1	563	Homo sapiens	1:Experimental evidence at protein level	Beta-catenin-like protein 1	1.0	0.999	17	176	176	176	37	28	38	37	36	37	28	38	37	36	37	28	38	37	36	6.8351995E9	5.247001E9	4.706532E9	7.1732654E9	1.1129458E10	
sp|Q8WYB5|KAT6B_HUMAN	Q8WYB5	KAT6B_HUMAN	KAT6B	2073	Homo sapiens	1:Experimental evidence at protein level	Histone acetyltransferase KAT6B	1.0	0.999	19	68	68	85	12	9	16	18	13	12	9	16	18	13	14	12	21	21	17	5.232173E8	3.6915766E8	5.339111E8	8.0518835E8	3.575013E8	
sp|Q8WYH8|ING5_HUMAN	Q8WYH8	ING5_HUMAN	ING5	240	Homo sapiens	1:Experimental evidence at protein level	Inhibitor of growth protein 5	1.0	0.999	12	53	53	65	9	9	12	14	9	9	9	12	14	9	12	10	13	18	12	5.0426442E8	4.0881712E8	3.29264E8	4.667213E8	3.928951E8	
sp|Q8WYJ6|SEPT1_HUMAN	Q8WYJ6	SEPT1_HUMAN	SEPTIN1	372	Homo sapiens	1:Experimental evidence at protein level	Septin-1	1.0	0.999	12	81	79	86	17	17	19	15	13	17	16	18	15	13	17	17	20	17	15	3.4178002E9	3.4690012E9	3.921337E9	2.5256614E9	2.5408696E9	
sp|Q8WYK2|JDP2_HUMAN	Q8WYK2	JDP2_HUMAN	JDP2	163	Homo sapiens	1:Experimental evidence at protein level	Jun dimerization protein 2	1.0	0.9989	5	22	22	22	5	4	7	1	5	5	4	7	1	5	5	4	7	1	5	1.5787288E8	1.3893256E8	1.025719E8	5.655861E7	1.7001696E8	
sp|Q8WYL5|SSH1_HUMAN	Q8WYL5	SSH1_HUMAN	SSH1	1049	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase Slingshot homolog 1	1.0	0.999	14	64	64	64	13	9	16	11	15	13	9	16	11	15	13	9	16	11	15	6.263383E8	4.0862778E8	4.3076432E8	8.355197E8	1.1743233E9	
sp|Q8WYN0|ATG4A_HUMAN	Q8WYN0	ATG4A_HUMAN	ATG4A	398	Homo sapiens	1:Experimental evidence at protein level	Cysteine protease ATG4A	0.9997	0.999	3	14	14	14	1	1	4	4	4	1	1	4	4	4	1	1	4	4	4	1.1625242E8	6.560205E7	2.093438E8	2.4431526E8	2.1771274E8	
sp|Q8WYP3|RIN2_HUMAN	Q8WYP3	RIN2_HUMAN	RIN2	895	Homo sapiens	1:Experimental evidence at protein level	Ras and Rab interactor 2	1.0	0.999	17	91	91	91	18	8	17	22	26	18	8	17	22	26	18	8	17	22	26	1.390971E9	7.827025E8	1.0991058E9	1.5670469E9	3.504815E9	
sp|Q8WYP5|ELYS_HUMAN	Q8WYP5	ELYS_HUMAN	AHCTF1	2266	Homo sapiens	1:Experimental evidence at protein level	Protein ELYS	1.0	0.999	61	319	319	319	64	48	66	65	76	64	48	66	65	76	64	48	66	65	76	9.637983E9	5.8871045E9	6.581323E9	6.9364255E9	9.466885E9	
sp|Q8WYQ3|CHC10_HUMAN	Q8WYQ3	CHC10_HUMAN	CHCHD10	142	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	0.9994	0.999	1	4	4	4	0	0	1	1	2	0	0	1	1	2	0	0	1	1	2	0.0	0.0	7.355042E7	1.110846E8	8.702648E7	
sp|Q8WYQ5|DGCR8_HUMAN	Q8WYQ5	DGCR8_HUMAN	DGCR8	773	Homo sapiens	1:Experimental evidence at protein level	Microprocessor complex subunit DGCR8	1.0	0.999	8	26	26	26	6	1	8	6	5	6	1	8	6	5	6	1	8	6	5	3.9121325E8	3.039408E7	4.0594784E8	3.4742506E8	2.0007925E8	
sp|Q8WYQ9|ZCH14_HUMAN	Q8WYQ9	ZCH14_HUMAN	ZCCHC14	949	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCHC domain-containing protein 14	0.9999	0.999	3	9	9	9	3	0	3	2	1	3	0	3	2	1	3	0	3	2	1	9.780563E7	0.0	4.825587E7	7.602352E7	5.1523624E7	
sp|Q8WYR1|PI3R5_HUMAN	Q8WYR1	PI3R5_HUMAN	PIK3R5	880	Homo sapiens	1:Experimental evidence at protein level	Phosphoinositide 3-kinase regulatory subunit 5	0.9013	0.9843	3	7	7	7	1	0	2	1	3	1	0	2	1	3	1	0	2	1	3	1.3806434E7	0.0	2.7852904E7	1.3794566E7	4.3173936E7	
sp|Q8WYR4|RSPH1_HUMAN	Q8WYR4	RSPH1_HUMAN	RSPH1	309	Homo sapiens	1:Experimental evidence at protein level	Radial spoke head 1 homolog	1.0	0.999	5	9	9	9	0	1	2	1	5	0	1	2	1	5	0	1	2	1	5	0.0	2.5386636E7	1.939377E7	3.3345188E7	2.1089787E8	
sp|Q8WZ19|BACD1_HUMAN	Q8WZ19	BACD1_HUMAN	KCTD13	329	Homo sapiens	1:Experimental evidence at protein level	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1	1.0	0.999	9	12	12	34	1	1	3	4	3	1	1	3	4	3	5	4	8	10	7	4.283619E7	2.5984806E7	3.480009E7	6.131306E7	9.57522E7	
